"400","186","Regression",,"1","http://ocw.mit.edu/courses/engineering-systems-division/esd-86-models-data-and-inference-for-socio-technical-systems-spring-2007/lecture-notes/lec16.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739066"
"401","186","Analysis of variance, with discussion of Bayesian and frequentist statistics",,"1","http://ocw.mit.edu/courses/engineering-systems-division/esd-86-models-data-and-inference-for-socio-technical-systems-spring-2007/lecture-notes/lec17.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739066"
"402","186","Multiple regression",,"1","http://ocw.mit.edu/courses/engineering-systems-division/esd-86-models-data-and-inference-for-socio-technical-systems-spring-2007/lecture-notes/lec18.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739066"
"403","186","Design of experiments, part 2",,"1","http://ocw.mit.edu/courses/engineering-systems-division/esd-86-models-data-and-inference-for-socio-technical-systems-spring-2007/lecture-notes/lec20.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739066"
"404","186","Design of computer experiments",,"1","http://ocw.mit.edu/courses/engineering-systems-division/esd-86-models-data-and-inference-for-socio-technical-systems-spring-2007/lecture-notes/lec21.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739066"
"405","187","Introduction",,"1","http://ocw.mit.edu/courses/political-science/17-872-quantitative-research-in-political-science-and-public-policy-spring-2004/lecture-notes/intro_sts_p12003.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739066"
"406","187","Math Review",,"1","http://ocw.mit.edu/courses/political-science/17-872-quantitative-research-in-political-science-and-public-policy-spring-2004/lecture-notes/intro_sts_p22003.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739066"
"407","187","Random Variables",,"1","http://ocw.mit.edu/courses/political-science/17-872-quantitative-research-in-political-science-and-public-policy-spring-2004/lecture-notes/intro_sts_p32003.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739066"
"408","187","Statistical Modelling",,"1","http://ocw.mit.edu/courses/political-science/17-872-quantitative-research-in-political-science-and-public-policy-spring-2004/lecture-notes/intro_sts_p42003.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739066"
"409","188","Introduction Ã¢ÂÂ processes and variation framework",,"1","http://ocw.mit.edu/courses/mechanical-engineering/2-830j-control-of-manufacturing-processes-sma-6303-spring-2008/readings/process_con_over.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739066"
"410","188","Probability models, parameter estimation, and sampling",,"1","http://ocw.mit.edu/courses/mechanical-engineering/2-830j-control-of-manufacturing-processes-sma-6303-spring-2008/readings/kurtosis.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739066"
"411","188","Nested variance components",,"1","http://ocw.mit.edu/courses/mechanical-engineering/2-830j-control-of-manufacturing-processes-sma-6303-spring-2008/readings/variancecomponents.xls","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739066"
"412","188","Case study 1: tungsten CVD DOE/RSM",,"1","http://ocw.mit.edu/courses/mechanical-engineering/2-830j-control-of-manufacturing-processes-sma-6303-spring-2008/readings/tungsten.xls","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739066"
"413","189","Introduction",,"1","http://ocw.mit.edu/courses/political-science/17-874-quantitative-research-methods-multivariate-spring-2004/lecture-notes/stats_1_note_04.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739066"
"414","189","Matrix Algebra",,"1","http://ocw.mit.edu/courses/political-science/17-874-quantitative-research-methods-multivariate-spring-2004/lecture-notes/stats_2_note_04.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739066"
"415","189","Regression Model",,"1","http://ocw.mit.edu/courses/political-science/17-874-quantitative-research-methods-multivariate-spring-2004/lecture-notes/stats_3_note_04.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739066"
"416","189","Nonlinear Models",,"1","http://ocw.mit.edu/courses/political-science/17-874-quantitative-research-methods-multivariate-spring-2004/lecture-notes/stats_4_note_04.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739066"
"417","189","Sensitivity and Weights",,"1","http://ocw.mit.edu/courses/political-science/17-874-quantitative-research-methods-multivariate-spring-2004/lecture-notes/stats_5_note_04.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739066"
"418","189","Panel Models",,"1","http://ocw.mit.edu/courses/political-science/17-874-quantitative-research-methods-multivariate-spring-2004/lecture-notes/stats_6_note_04.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739066"
"419","189","Systems of Equations",,"1","http://ocw.mit.edu/courses/political-science/17-874-quantitative-research-methods-multivariate-spring-2004/lecture-notes/stats_7_note_04.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739066"
"420","190","Probability Models and Axioms",,"1","http://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-041-probabilistic-systems-analysis-and-applied-probability-spring-2006/lecture-notes/lec01.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739066"
"421","190","Conditioning and Bayes'' Rule",,"1","http://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-041-probabilistic-systems-analysis-and-applied-probability-spring-2006/lecture-notes/lec02.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739067"
"422","190","Independence",,"1","http://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-041-probabilistic-systems-analysis-and-applied-probability-spring-2006/lecture-notes/lec03.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739067"
"423","190","Counting Sections",,"1","http://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-041-probabilistic-systems-analysis-and-applied-probability-spring-2006/lecture-notes/lec04.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739067"
"424","190","Discrete Random Variables; Probability Mass Functions; Expectations",,"1","http://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-041-probabilistic-systems-analysis-and-applied-probability-spring-2006/lecture-notes/lec05.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739067"
"425","190","Conditional Expectation; Examples",,"1","http://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-041-probabilistic-systems-analysis-and-applied-probability-spring-2006/lecture-notes/lec06.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739067"
"426","190","Multiple Discrete Random Variables",,"1","http://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-041-probabilistic-systems-analysis-and-applied-probability-spring-2006/lecture-notes/lec07.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739067"
"427","190","Continuous Random Variables - I",,"1","http://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-041-probabilistic-systems-analysis-and-applied-probability-spring-2006/lecture-notes/lec08.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739067"
"428","190","Continuous Random Variables - II",,"1","http://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-041-probabilistic-systems-analysis-and-applied-probability-spring-2006/lecture-notes/lec09.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739067"
"429","190","Continuous Random Variables and Derived Distributions",,"1","http://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-041-probabilistic-systems-analysis-and-applied-probability-spring-2006/lecture-notes/lec10.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739067"
"430","190","More on Continuous Random Variables, Derived Distributions, Convolution",,"1","http://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-041-probabilistic-systems-analysis-and-applied-probability-spring-2006/lecture-notes/lec11.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739067"
"431","190","Transforms",,"1","http://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-041-probabilistic-systems-analysis-and-applied-probability-spring-2006/lecture-notes/lec12.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739067"
"432","190","Iterated Expectations",,"1","http://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-041-probabilistic-systems-analysis-and-applied-probability-spring-2006/lecture-notes/lec13.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739067"
"433","190","Sum of a Random Number of Random Variables",,"1","http://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-041-probabilistic-systems-analysis-and-applied-probability-spring-2006/lecture-notes/lec13a.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739067"
"434","190","Prediction; Covariance and Correlation",,"1","http://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-041-probabilistic-systems-analysis-and-applied-probability-spring-2006/lecture-notes/lec14.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739067"
"435","190","Weak Law of Large Numbers",,"1","http://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-041-probabilistic-systems-analysis-and-applied-probability-spring-2006/lecture-notes/lec15.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739067"
"436","190","Central Limit Theorem",,"1","http://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-041-probabilistic-systems-analysis-and-applied-probability-spring-2006/lecture-notes/lec22.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739067"
"437","190","Central Limit Theorem :, Strong Law of Large Numbers",,"1","http://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-041-probabilistic-systems-analysis-and-applied-probability-spring-2006/lecture-notes/lec23.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739067"
"438","190","Bernoulli Process",,"1","http://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-041-probabilistic-systems-analysis-and-applied-probability-spring-2006/lecture-notes/lec16.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739067"
"439","190","Poisson Process",,"1","http://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-041-probabilistic-systems-analysis-and-applied-probability-spring-2006/lecture-notes/lec17.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739067"
"440","190","Poisson Process Examples",,"1","http://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-041-probabilistic-systems-analysis-and-applied-probability-spring-2006/lecture-notes/lec18.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739067"
"441","190","Markov Chains - I",,"1","http://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-041-probabilistic-systems-analysis-and-applied-probability-spring-2006/lecture-notes/lec19.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739067"
"442","190","Markov Chains - II",,"1","http://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-041-probabilistic-systems-analysis-and-applied-probability-spring-2006/lecture-notes/lec20.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739067"
"443","190","Markov Chains - III",,"1","http://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-041-probabilistic-systems-analysis-and-applied-probability-spring-2006/lecture-notes/lec21.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739068"
"444","191","Arbitrage-free pricing models",,"1","http://ocw.mit.edu/courses/sloan-school-of-management/15-450-analytics-of-finance-fall-2010/lecture-notes/MIT15_450F10_lec01.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739068"
"445","191","Stochastic calculus and option pricing Code: Quadratic variation simulation",,"1","http://ocw.mit.edu/courses/sloan-school-of-management/15-450-analytics-of-finance-fall-2010/lecture-notes/MIT15_450F10_lec02.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739068"
"446","191","Simulation methods Code: Black-Scholes model Monte Carlo illustration Code: Black-Scholes with a jump Monte Carlo (PS1, Q2) Code: Monte Carlo with control variates, stochastic volatility model",,"1","http://ocw.mit.edu/courses/sloan-school-of-management/15-450-analytics-of-finance-fall-2010/lecture-notes/MIT15_450F10_lec03.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739068"
"447","191","Dynamic portfolio choice I: Static approach to dynamic portfolio choice",,"1","http://ocw.mit.edu/courses/sloan-school-of-management/15-450-analytics-of-finance-fall-2010/lecture-notes/MIT15_450F10_lec04.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739068"
"448","191","Dynamic portfolio choice II: Dynamic programming",,"1","http://ocw.mit.edu/courses/sloan-school-of-management/15-450-analytics-of-finance-fall-2010/lecture-notes/MIT15_450F10_lec05.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739068"
"449","191","Dynamic portfolio choice III: Numerical approximations in dynamic programming Code: Numerical DP solution",,"1","http://ocw.mit.edu/courses/sloan-school-of-management/15-450-analytics-of-finance-fall-2010/lecture-notes/MIT15_450F10_lec06.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739068"
"450","191","Parameter estimation",,"1","http://ocw.mit.edu/courses/sloan-school-of-management/15-450-analytics-of-finance-fall-2010/lecture-notes/MIT15_450F10_lec07.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739068"
"451","191","Standard errors and tests",,"1","http://ocw.mit.edu/courses/sloan-school-of-management/15-450-analytics-of-finance-fall-2010/lecture-notes/MIT15_450F10_lec08.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739068"
"452","191","Small-sample inference and bootstrap",,"1","http://ocw.mit.edu/courses/sloan-school-of-management/15-450-analytics-of-finance-fall-2010/lecture-notes/MIT15_450F10_lec09.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739068"
"453","191","Volatility models",,"1","http://ocw.mit.edu/courses/sloan-school-of-management/15-450-analytics-of-finance-fall-2010/lecture-notes/MIT15_450F10_lec10.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739068"
"454","191","Review: Arbitrage-free pricing and stochastic calculus",,"1","http://ocw.mit.edu/courses/sloan-school-of-management/15-450-analytics-of-finance-fall-2010/lecture-notes/MIT15_450F10_review01.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739068"
"455","191","Review: DP and econometrics",,"1","http://ocw.mit.edu/courses/sloan-school-of-management/15-450-analytics-of-finance-fall-2010/lecture-notes/MIT15_450F10_review02.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739068"
"456","192","Events and their probability",,"1","http://ocw.mit.edu/courses/civil-and-environmental-engineering/1-010-uncertainty-in-engineering-fall-2008/lecture-notes/notes_01.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739068"
"457","192","Random variables: discrete distributions",,"1","http://ocw.mit.edu/courses/civil-and-environmental-engineering/1-010-uncertainty-in-engineering-fall-2008/lecture-notes/notes_02.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739068"
"458","192","Random variables: continuous distributions",,"1","http://ocw.mit.edu/courses/civil-and-environmental-engineering/1-010-uncertainty-in-engineering-fall-2008/lecture-notes/notes_03.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739068"
"459","192","Random vectors",,"1","http://ocw.mit.edu/courses/civil-and-environmental-engineering/1-010-uncertainty-in-engineering-fall-2008/lecture-notes/notes_04.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739068"
"460","192","Functions of random variables and vectors",,"1","http://ocw.mit.edu/courses/civil-and-environmental-engineering/1-010-uncertainty-in-engineering-fall-2008/lecture-notes/notes_05.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739068"
"461","192","Second-moment characterization of random variables and vectors; second-moment (SM) and first-order second-moment (FOSM) propagation of uncertainty",,"1","http://ocw.mit.edu/courses/civil-and-environmental-engineering/1-010-uncertainty-in-engineering-fall-2008/lecture-notes/notes_06.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739068"
"462","192","Conditional second-moment analysis",,"1","http://ocw.mit.edu/courses/civil-and-environmental-engineering/1-010-uncertainty-in-engineering-fall-2008/lecture-notes/notes_07.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739068"
"463","192","Selected distribution models",,"1","http://ocw.mit.edu/courses/civil-and-environmental-engineering/1-010-uncertainty-in-engineering-fall-2008/lecture-notes/notes_08.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739068"
"464","192","Point and interval estimation of distribution parameters",,"1","http://ocw.mit.edu/courses/civil-and-environmental-engineering/1-010-uncertainty-in-engineering-fall-2008/lecture-notes/notes_09.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739068"
"465","193","Course Introduction",,"1","http://ocw.mit.edu/courses/civil-and-environmental-engineering/1-017-computing-and-data-analysis-for-environmental-applications-fall-2003/lecture-notes/class03_1.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739068"
"466","193","Descriptive Statistics",,"1","http://ocw.mit.edu/courses/civil-and-environmental-engineering/1-017-computing-and-data-analysis-for-environmental-applications-fall-2003/lecture-notes/class03_2.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739068"
"467","193","Probablility",,"1","http://ocw.mit.edu/courses/civil-and-environmental-engineering/1-017-computing-and-data-analysis-for-environmental-applications-fall-2003/lecture-notes/class03_3.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739068"
"468","193","Joint Probability, Independence, Repeated Trials",,"1","http://ocw.mit.edu/courses/civil-and-environmental-engineering/1-017-computing-and-data-analysis-for-environmental-applications-fall-2003/lecture-notes/class03_4.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739068"
"469","193","Combinatorial Methods for Deriving Probabilities 1",,"1","http://ocw.mit.edu/courses/civil-and-environmental-engineering/1-017-computing-and-data-analysis-for-environmental-applications-fall-2003/lecture-notes/class03_5.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739069"
"470","193","Combinatorial Methods for Deriving Probabilities 2",,"1","http://ocw.mit.edu/courses/civil-and-environmental-engineering/1-017-computing-and-data-analysis-for-environmental-applications-fall-2003/lecture-notes/combinatorial_examples.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739069"
"471","193","Conditional Probability and Baye''s Theorem",,"1","http://ocw.mit.edu/courses/civil-and-environmental-engineering/1-017-computing-and-data-analysis-for-environmental-applications-fall-2003/lecture-notes/class03_6.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739069"
"472","193","Random Variables and Probability Distributions",,"1","http://ocw.mit.edu/courses/civil-and-environmental-engineering/1-017-computing-and-data-analysis-for-environmental-applications-fall-2003/lecture-notes/class03_7.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739069"
"473","193","Expectation, Functions of a Random Variable",,"1","http://ocw.mit.edu/courses/civil-and-environmental-engineering/1-017-computing-and-data-analysis-for-environmental-applications-fall-2003/lecture-notes/class03_8.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739069"
"474","193","Some Common Probability Distributions",,"1","http://ocw.mit.edu/courses/civil-and-environmental-engineering/1-017-computing-and-data-analysis-for-environmental-applications-fall-2003/lecture-notes/class03_10.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739069"
"475","193","Multivariate Probability",,"1","http://ocw.mit.edu/courses/civil-and-environmental-engineering/1-017-computing-and-data-analysis-for-environmental-applications-fall-2003/lecture-notes/class03_11.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739069"
"476","193","Populations and Samples",,"1","http://ocw.mit.edu/courses/civil-and-environmental-engineering/1-017-computing-and-data-analysis-for-environmental-applications-fall-2003/lecture-notes/class03_13.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739069"
"477","193","Estimation",,"1","http://ocw.mit.edu/courses/civil-and-environmental-engineering/1-017-computing-and-data-analysis-for-environmental-applications-fall-2003/lecture-notes/class03_14.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739069"
"478","193","Confidence Intervals",,"1","http://ocw.mit.edu/courses/civil-and-environmental-engineering/1-017-computing-and-data-analysis-for-environmental-applications-fall-2003/lecture-notes/class03_15.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739069"
"479","193","Testing Hypotheses about a Single Population",,"1","http://ocw.mit.edu/courses/civil-and-environmental-engineering/1-017-computing-and-data-analysis-for-environmental-applications-fall-2003/lecture-notes/class03_16.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739069"
"480","193","Testing Hypotheses about Two Populations",,"1","http://ocw.mit.edu/courses/civil-and-environmental-engineering/1-017-computing-and-data-analysis-for-environmental-applications-fall-2003/lecture-notes/class03_17.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739069"
"481","193","Small Sample Statistics",,"1","http://ocw.mit.edu/courses/civil-and-environmental-engineering/1-017-computing-and-data-analysis-for-environmental-applications-fall-2003/lecture-notes/class03_18.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739069"
"482","193","Analysis of Variance (contd.) ",,"1","http://ocw.mit.edu/courses/civil-and-environmental-engineering/1-017-computing-and-data-analysis-for-environmental-applications-fall-2003/lecture-notes/class03_19_20.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739069"
"483","193","Linear Regression",,"1","http://ocw.mit.edu/courses/civil-and-environmental-engineering/1-017-computing-and-data-analysis-for-environmental-applications-fall-2003/lecture-notes/class03_22.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739069"
"484","193","Analyzing Regression Results",,"1","http://ocw.mit.edu/courses/civil-and-environmental-engineering/1-017-computing-and-data-analysis-for-environmental-applications-fall-2003/lecture-notes/class03_23.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739069"
"485","195","I.1 Events and Boolean Operations I.2 Event Sequence Identification (Failure Modes and Effects Analysis; Hazard and Operability Analysis; Fault Tree Analysis; Event Tree Analysis) I.3 Coherent Structure Functions I.4 Minimal Cut (Path) Sets 1",,"1","http://ocw.mit.edu/courses/nuclear-engineering/22-38-probability-and-its-applications-to-reliability-quality-control-and-risk-assessment-fall-2005/lecture-notes/sec1_1.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739069"
"486","195","I.1 Events and Boolean Operations I.2 Event Sequence Identification (Failure Modes and Effects Analysis; Hazard and Operability Analysis; Fault Tree Analysis; Event Tree Analysis) I.3 Coherent Structure Functions I.4 Minimal Cut (Path) Sets 2",,"1","http://ocw.mit.edu/courses/nuclear-engineering/22-38-probability-and-its-applications-to-reliability-quality-control-and-risk-assessment-fall-2005/lecture-notes/sec1_2.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739069"
"487","195","I.1 Events and Boolean Operations I.2 Event Sequence Identification (Failure Modes and Effects Analysis; Hazard and Operability Analysis; Fault Tree Analysis; Event Tree Analysis) I.3 Coherent Structure Functions I.4 Minimal Cut (Path) Sets 3",,"1","http://ocw.mit.edu/courses/nuclear-engineering/22-38-probability-and-its-applications-to-reliability-quality-control-and-risk-assessment-fall-2005/lecture-notes/sec1_struct_func.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739069"
"488","195","I.1 Events and Boolean Operations I.2 Event Sequence Identification (Failure Modes and Effects Analysis; Hazard and Operability Analysis; Fault Tree Analysis; Event Tree Analysis) I.3 Coherent Structure Functions I.4 Minimal Cut (Path) Sets 4",,"1","http://ocw.mit.edu/courses/nuclear-engineering/22-38-probability-and-its-applications-to-reliability-quality-control-and-risk-assessment-fall-2005/lecture-notes/sec1_valve_test.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739069"
"489","195","IV.1 Bernoulli Trials and the Binomial Distribution IV.2 The Poisson Distribution IV.3 The Exponential Distribution IV.4 The Normal and Lognormal Distributions IV.5 The Concept of Correlation 1",,"1","http://ocw.mit.edu/courses/nuclear-engineering/22-38-probability-and-its-applications-to-reliability-quality-control-and-risk-assessment-fall-2005/lecture-notes/sec4_binomial.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739069"
"490","195","IV.1 Bernoulli Trials and the Binomial Distribution IV.2 The Poisson Distribution IV.3 The Exponential Distribution IV.4 The Normal and Lognormal Distributions IV.5 The Concept of Correlation 2",,"1","http://ocw.mit.edu/courses/nuclear-engineering/22-38-probability-and-its-applications-to-reliability-quality-control-and-risk-assessment-fall-2005/lecture-notes/sec4_binom_norm.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739069"
