"id","course","module","instance","section","idnumber","added","score","indent","visible","visibleoncoursepage","visibleold","groupmode","groupingid","completion","completiongradeitemnumber","completionview","completionexpected","showdescription","availability","deletioninprogress"
"1204","182","20","299","1445",NULL,"1422027556","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1205","182","20","300","1446",NULL,"1422027556","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1206","182","20","301","1446",NULL,"1422027556","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1207","183","20","302","1448",NULL,"1422027556","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1208","183","20","303","1448",NULL,"1422027556","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1209","183","20","304","1449",NULL,"1422027556","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1210","183","20","305","1449",NULL,"1422027556","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1211","183","20","306","1450",NULL,"1422027556","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1212","183","20","307","1450",NULL,"1422027556","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1213","183","20","308","1451",NULL,"1422027556","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1214","183","20","309","1451",NULL,"1422027557","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1215","183","20","310","1452",NULL,"1422027557","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1216","183","20","311","1452",NULL,"1422027557","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1217","183","20","312","1453",NULL,"1422027557","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1218","183","20","313","1453",NULL,"1422027557","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1219","183","20","314","1454",NULL,"1422027557","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1220","183","20","315","1454",NULL,"1422027557","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1221","183","20","316","1455",NULL,"1422027557","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1222","183","20","317","1455",NULL,"1422027557","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1223","183","20","318","1456",NULL,"1422027557","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1224","183","20","319","1456",NULL,"1422027557","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1225","183","20","320","1457",NULL,"1422027557","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1226","183","20","321","1457",NULL,"1422027558","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1227","183","20","322","1458",NULL,"1422027558","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1228","183","20","323","1458",NULL,"1422027558","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1229","183","20","324","1459",NULL,"1422027558","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1230","183","20","325","1459",NULL,"1422027558","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1231","183","20","326","1460",NULL,"1422027558","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1232","183","20","327","1460",NULL,"1422027558","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1233","183","20","328","1461",NULL,"1422027559","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1234","183","20","329","1461",NULL,"1422027559","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1235","183","20","330","1461",NULL,"1422027559","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1236","183","20","331","1461",NULL,"1422027559","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1237","183","20","332","1462",NULL,"1422027559","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1238","183","20","333","1462",NULL,"1422027559","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1239","183","20","334","1463",NULL,"1422027559","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1240","183","20","335","1464",NULL,"1422027559","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1241","183","20","336","1464",NULL,"1422027559","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1242","184","20","337","1466",NULL,"1422027559","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1243","184","20","338","1466",NULL,"1422027559","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1244","184","20","339","1466",NULL,"1422027559","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1245","184","20","340","1467",NULL,"1422027559","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1246","184","20","341","1467",NULL,"1422027559","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1247","184","20","342","1467",NULL,"1422027559","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1248","184","20","343","1467",NULL,"1422027560","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1249","184","20","344","1467",NULL,"1422027560","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1250","184","20","345","1468",NULL,"1422027560","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1251","184","20","346","1468",NULL,"1422027560","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1252","184","20","347","1468",NULL,"1422027560","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1253","184","20","348","1469",NULL,"1422027560","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1254","184","20","349","1469",NULL,"1422027560","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1255","184","20","350","1469",NULL,"1422027560","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1256","184","20","351","1470",NULL,"1422027560","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1257","184","20","352","1471",NULL,"1422027560","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1258","184","20","353","1471",NULL,"1422027560","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1259","184","20","354","1472",NULL,"1422027560","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1260","184","20","355","1472",NULL,"1422027560","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1261","184","20","356","1473",NULL,"1422027560","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1262","184","20","357","1473",NULL,"1422027560","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1263","185","20","358","1475",NULL,"1422027560","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1264","185","20","359","1475",NULL,"1422027560","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1265","185","20","360","1475",NULL,"1422027560","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1266","185","20","361","1475",NULL,"1422027561","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1267","185","20","362","1476",NULL,"1422027561","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1268","185","20","363","1476",NULL,"1422027561","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1269","185","20","364","1476",NULL,"1422027561","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1270","185","20","365","1477",NULL,"1422027561","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1271","185","20","366","1477",NULL,"1422027561","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1272","185","20","367","1477",NULL,"1422027561","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1273","185","20","368","1478",NULL,"1422027561","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1274","185","20","369","1478",NULL,"1422027561","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1275","185","20","370","1479",NULL,"1422027561","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1276","185","20","371","1479",NULL,"1422027561","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1277","185","20","372","1479",NULL,"1422027561","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1278","185","20","373","1480",NULL,"1422027562","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1279","185","20","374","1480",NULL,"1422027562","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1280","185","20","375","1480",NULL,"1422027562","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1281","185","20","376","1481",NULL,"1422027562","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1282","185","20","377","1481",NULL,"1422027562","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1283","185","20","378","1482",NULL,"1422027562","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1284","185","20","379","1482",NULL,"1422027562","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1285","185","20","380","1483",NULL,"1422027562","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1286","185","20","381","1483",NULL,"1422027562","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1287","185","20","382","1483",NULL,"1422027562","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1288","186","20","383","1485",NULL,"1422027562","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1289","186","20","384","1486",NULL,"1422027562","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1290","186","20","385","1486",NULL,"1422027562","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1291","186","20","386","1486",NULL,"1422027562","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1292","186","20","387","1486",NULL,"1422027563","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1293","186","20","388","1486",NULL,"1422027563","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1294","186","20","389","1486",NULL,"1422027563","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1295","186","20","390","1487",NULL,"1422027563","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1296","186","20","391","1488",NULL,"1422027563","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1297","186","20","392","1488",NULL,"1422027563","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1298","186","20","393","1489",NULL,"1422027563","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1299","186","20","394","1489",NULL,"1422027563","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1300","186","20","395","1489",NULL,"1422027563","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1301","186","20","396","1489",NULL,"1422027563","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1302","186","20","397","1490",NULL,"1422027563","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1303","186","20","398","1491",NULL,"1422027563","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1304","186","20","399","1492",NULL,"1422027563","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1305","186","20","400","1493",NULL,"1422027563","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1306","186","20","401","1494",NULL,"1422027563","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1307","186","20","402","1495",NULL,"1422027564","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1308","186","20","403","1496",NULL,"1422027564","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1309","186","20","404","1496",NULL,"1422027564","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1310","187","20","405","1498",NULL,"1422027564","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1311","187","20","406","1499",NULL,"1422027564","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1312","187","20","407","1500",NULL,"1422027564","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1313","187","20","408","1501",NULL,"1422027564","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1314","188","20","409","1503",NULL,"1422027564","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1315","188","20","410","1504",NULL,"1422027564","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1316","188","20","411","1505",NULL,"1422027564","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1317","188","20","412","1506",NULL,"1422027564","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1318","189","20","413","1508",NULL,"1422027564","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1319","189","20","414","1509",NULL,"1422027564","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1320","189","20","415","1510",NULL,"1422027564","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1321","189","20","416","1511",NULL,"1422027564","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1322","189","20","417","1512",NULL,"1422027565","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1323","189","20","418","1513",NULL,"1422027565","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1324","189","20","419","1514",NULL,"1422027565","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1325","190","20","420","1516",NULL,"1422027565","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1326","190","20","421","1516",NULL,"1422027565","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1327","190","20","422","1516",NULL,"1422027565","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1328","190","20","423","1516",NULL,"1422027565","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1329","190","20","424","1517",NULL,"1422027565","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1330","190","20","425","1517",NULL,"1422027565","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1331","190","20","426","1517",NULL,"1422027565","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1332","190","20","427","1518",NULL,"1422027565","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1333","190","20","428","1518",NULL,"1422027565","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1334","190","20","429","1518",NULL,"1422027565","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1335","190","20","430","1519",NULL,"1422027565","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1336","190","20","431","1519",NULL,"1422027565","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1337","190","20","432","1519",NULL,"1422027565","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1338","190","20","433","1519",NULL,"1422027566","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1339","190","20","434","1519",NULL,"1422027566","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1340","190","20","435","1520",NULL,"1422027566","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1341","190","20","436","1520",NULL,"1422027566","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1342","190","20","437","1520",NULL,"1422027566","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1343","190","20","438","1521",NULL,"1422027566","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1344","190","20","439","1521",NULL,"1422027566","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1345","190","20","440","1521",NULL,"1422027566","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1346","190","20","441","1522",NULL,"1422027566","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1347","190","20","442","1522",NULL,"1422027566","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1348","190","20","443","1522",NULL,"1422027566","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1349","191","20","444","1524",NULL,"1422027566","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1350","191","20","445","1525",NULL,"1422027566","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1351","191","20","446","1526",NULL,"1422027566","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1352","191","20","447","1527",NULL,"1422027566","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1353","191","20","448","1527",NULL,"1422027566","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1354","191","20","449","1527",NULL,"1422027567","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1355","191","20","450","1528",NULL,"1422027567","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1356","191","20","451","1529",NULL,"1422027567","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1357","191","20","452","1530",NULL,"1422027567","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1358","191","20","453","1531",NULL,"1422027567","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1359","191","20","454","1532",NULL,"1422027567","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1360","191","20","455","1532",NULL,"1422027567","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1361","192","20","456","1534",NULL,"1422027567","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1362","192","20","457","1535",NULL,"1422027567","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1363","192","20","458","1535",NULL,"1422027567","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1364","192","20","459","1536",NULL,"1422027567","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1365","192","20","460","1537",NULL,"1422027567","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1366","192","20","461","1538",NULL,"1422027567","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1367","192","20","462","1538",NULL,"1422027567","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1368","192","20","463","1539",NULL,"1422027568","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1369","192","20","464","1540",NULL,"1422027568","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1370","193","20","465","1542",NULL,"1422027568","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1371","193","20","466","1542",NULL,"1422027568","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1372","193","20","467","1543",NULL,"1422027568","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1373","193","20","468","1543",NULL,"1422027568","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1374","193","20","469","1543",NULL,"1422027568","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1375","193","20","470","1543",NULL,"1422027568","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1376","193","20","471","1543",NULL,"1422027568","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1377","193","20","472","1544",NULL,"1422027568","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1378","193","20","473","1544",NULL,"1422027568","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1379","193","20","474","1544",NULL,"1422027569","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1380","193","20","475","1544",NULL,"1422027569","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1381","193","20","476","1545",NULL,"1422027569","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1382","193","20","477","1545",NULL,"1422027569","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1383","193","20","478","1546",NULL,"1422027569","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1384","193","20","479","1547",NULL,"1422027569","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1385","193","20","480","1547",NULL,"1422027569","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1386","193","20","481","1547",NULL,"1422027569","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1387","193","20","482","1548",NULL,"1422027569","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1388","193","20","483","1549",NULL,"1422027569","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1389","193","20","484","1549",NULL,"1422027569","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1390","195","20","485","1552",NULL,"1422027570","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1391","195","20","486","1552",NULL,"1422027570","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1392","195","20","487","1552",NULL,"1422027570","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1393","195","20","488","1552",NULL,"1422027570","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1394","195","20","489","1553",NULL,"1422027570","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1395","195","20","490","1553",NULL,"1422027570","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1396","195","20","491","1553",NULL,"1422027570","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1397","195","20","492","1553",NULL,"1422027570","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1398","195","20","493","1554",NULL,"1422027570","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1399","195","20","494","1554",NULL,"1422027570","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1400","195","20","495","1554",NULL,"1422027570","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1401","195","20","496","1555",NULL,"1422027570","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1402","195","20","497","1555",NULL,"1422027570","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1403","196","20","498","1557",NULL,"1422027570","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1404","196","20","499","1557",NULL,"1422027570","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1405","196","20","500","1557",NULL,"1422027570","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1406","196","20","501","1557",NULL,"1422027570","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1407","196","20","502","1558",NULL,"1422027570","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1408","196","20","503","1558",NULL,"1422027571","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1409","196","20","504","1559",NULL,"1422027571","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1410","196","20","505","1559",NULL,"1422027571","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1411","196","20","506","1559",NULL,"1422027571","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1412","196","20","507","1559",NULL,"1422027571","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1413","196","20","508","1559",NULL,"1422027571","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1414","196","20","509","1560",NULL,"1422027571","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1415","196","20","510","1560",NULL,"1422027571","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1416","196","20","511","1560",NULL,"1422027571","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1417","196","20","512","1560",NULL,"1422027571","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1418","196","20","513","1561",NULL,"1422027571","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1419","196","20","514","1561",NULL,"1422027571","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1420","196","20","515","1562",NULL,"1422027571","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1421","196","20","516","1562",NULL,"1422027571","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1422","196","20","517","1562",NULL,"1422027571","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1423","196","20","518","1562",NULL,"1422027571","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1424","196","20","519","1563",NULL,"1422027571","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1425","196","20","520","1563",NULL,"1422027571","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1426","196","20","521","1563",NULL,"1422027571","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1427","196","20","522","1563",NULL,"1422027571","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1428","196","20","523","1563",NULL,"1422027572","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1429","196","20","524","1563",NULL,"1422027572","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1430","196","20","525","1564",NULL,"1422027572","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1431","196","20","526","1564",NULL,"1422027572","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1432","196","20","527","1564",NULL,"1422027572","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1433","196","20","528","1564",NULL,"1422027572","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1434","196","20","529","1564",NULL,"1422027572","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1435","196","20","530","1564",NULL,"1422027572","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1436","196","20","531","1564",NULL,"1422027572","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1437","196","20","532","1564",NULL,"1422027572","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1438","196","20","533","1565",NULL,"1422027572","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1439","196","20","534","1565",NULL,"1422027572","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1440","196","20","535","1565",NULL,"1422027572","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1441","196","20","536","1565",NULL,"1422027573","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1442","198","20","537","1569",NULL,"1422027573","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
